Fluke Part Number,UPC CODE
1632417,0 95969 20797 3
1925091,0 95969 17882 2
528893,0 95969 19470 9
528729,0 95969 19464 8
1925126,0 95969 17883 9
528711,0 95969 19463 1
1925144,0 95969 17884 6
1632421,0 95969 20798 0
2052231,0 95969 22559 5
1925167,0 95969 17885 3
1632439,0 95969 20799 7
1925227,0 95969 17890 7
1925230,0 95969 17891 4
2397802,0 95969 28336 6
1925282,0 95969 17895 2
1925318,0 95969 17898 3
1925329,0 95969 17899 0
3086987,0 95969 43610 6
1925341,0 95969 17901 0
1925365,0 95969 17903 4
1925376,0 95969 17904 1
1925408,0 95969 17907 2
1925449,0 95969 17911 9
1925460,0 95969 17912 6
1633063,0 95969 20858 1
1925497,0 95969 17914 0
1633074,0 95969 20859 8
4746586,0 95969 81332 7
1925510,0 95969 17915 7
1925522,0 95969 17916 4
1925531,0 95969 17917 1
1925546,0 95969 17918 8
1925623,0 95969 17926 3
1925638,0 95969 17927 0
1925650,0 95969 17929 4
1925770,0 95969 17941 6
1925820,0 95969 17946 1
1925858,0 95969 17949 2
1925864,0 95969 17950 8
1925873,0 95969 17951 5
1925900,0 95969 17953 9
1926081,0 95969 17970 6
1926216,0 95969 17981 2
1918119,0 95969 17229 5
1918155,0 95969 17233 2
1918170,0 95969 17235 6
1918181,0 95969 17236 3
1918196,0 95969 17237 0
1918205,0 95969 17238 7
1918210,0 95969 17239 4
1918222,0 95969 17240 0
1918231,0 95969 17241 7
1918246,0 95969 17242 4
1918254,0 95969 17243 1
1918268,0 95969 17244 8
1918279,0 95969 17245 5
1918293,0 95969 17247 9
1918316,0 95969 17249 3
1918325,0 95969 17250 9
1918384,0 95969 17254 7
4281269,0 95969 65655 9
1632442,0 95969 20800 0
1918423,0 95969 17257 8
1632456,0 95969 20581 8
1781085,0 95969 20495 8
1918511,0 95969 17264 6
1918553,0 95969 17268 4
1918566,0 95969 17269 1
757500,0 95969 19488 4
1918608,0 95969 17272 1
1918912,0 95969 17303 2
2062751,0 95969 23383 5
1918920,0 95969 17304 9
1918973,0 95969 17309 4
1918986,0 95969 17310 0
1918999,0 95969 17311 7
1919006,0 95969 17312 4
1919023,0 95969 17314 8
1919061,0 95969 17318 6
1919077,0 95969 17319 3
1919089,0 95969 17320 9
1919092,0 95969 17321 6
1919108,0 95969 17322 3
1919113,0 95969 17323 0
1919151,0 95969 17327 8
1919172,0 95969 17329 2
1919185,0 95969 17330 8
1919197,0 95969 17331 5
1919264,0 95969 17338 4
1919273,0 95969 17339 1
1919286,0 95969 17340 7
1919317,0 95969 17342 1
1919321,0 95969 17343 8
1919356,0 95969 17346 9
1919363,0 95969 17347 6
528828,0 95969 19467 9
2157042,0 95969 26284 2
1919483,0 95969 17358 2
1919490,0 95969 17359 9
1919515,0 95969 17361 2
1919532,0 95969 17363 6
1919559,0 95969 17365 0
1919628,0 95969 17372 8
1919643,0 95969 17374 2
1919709,0 95969 17380 3
1919711,0 95969 17381 0
1919753,0 95969 17385 8
1919766,0 95969 17386 5
1919816,0 95969 17391 9
1919825,0 95969 17392 6
1919869,0 95969 17396 4
1920021,0 95969 17412 1
1920039,0 95969 17413 8
1920074,0 95969 17417 6
1920088,0 95969 17418 3
1920267,0 95969 17436 7
1920271,0 95969 17437 4
1920298,0 95969 17439 8
1920306,0 95969 17440 4
1920323,0 95969 17442 8
1632463,0 95969 20801 7
1632474,0 95969 20802 4
1920350,0 95969 17443 5
1632488,0 95969 20803 1
1920377,0 95969 17444 2
1632495,0 95969 20804 8
1920392,0 95969 17445 9
1632508,0 95969 20805 5
1920419,0 95969 17446 6
1920481,0 95969 17453 4
1920496,0 95969 17454 1
1920547,0 95969 17459 6
1920558,0 95969 17460 2
1920564,0 95969 17461 9
1920573,0 95969 17462 6
1920690,0 95969 17474 9
1920713,0 95969 17475 6
1920724,0 95969 17476 3
1920751,0 95969 17479 4
1920831,0 95969 17487 9
757518,0 95969 19489 1
1920887,0 95969 17491 6
1920969,0 95969 17499 2
1920991,0 95969 17502 9
1632513,0 95969 20806 2
1921221,0 95969 17524 1
1921347,0 95969 17536 4
1921358,0 95969 17537 1
1921364,0 95969 17538 8
1921373,0 95969 17539 5
1921386,0 95969 17540 1
1921399,0 95969 17541 8
1921402,0 95969 17542 5
1921491,0 95969 17551 7
1921504,0 95969 17552 4
1921519,0 95969 17553 1
1921528,0 95969 17554 8
1921626,0 95969 17564 7
1921632,0 95969 17565 4
1921644,0 95969 17566 1
1921659,0 95969 17567 8
1921698,0 95969 17571 5
2064671,0 95969 23483 2
1921705,0 95969 17572 2
1921710,0 95969 17573 9
1921722,0 95969 17574 6
1921754,0 95969 17577 7
1921768,0 95969 17578 4
1921779,0 95969 17579 1
1921807,0 95969 17582 1
1921818,0 95969 17583 8
2157056,0 95969 26285 9
1659559,0 95969 20882 6
1659567,0 95969 20883 3
1914203,0 95969 16851 9
1914226,0 95969 16853 3
1914244,0 95969 16855 7
3388056,0 95969 48520 3
3388063,0 95969 48521 0
3388074,0 95969 48522 7
3388088,0 95969 48523 4
3388095,0 95969 48524 1
1914345,0 95969 16865 6
1914361,0 95969 16867 0
1914404,0 95969 16871 7
3388109,0 95969 48525 8
3388111,0 95969 48526 5
3388127,0 95969 48527 2
3388130,0 95969 48528 9
3388148,0 95969 48529 6
1914443,0 95969 16875 5
1914496,0 95969 16880 9
1914535,0 95969 16884 7
1914564,0 95969 16887 8
1996664,0 95969 03222 3
1996673,0 95969 03223 0
1914822,0 95969 16913 4
1914831,0 95969 16914 1
1914846,0 95969 16915 8
1914868,0 95969 16917 2
1914879,0 95969 16918 9
1914887,0 95969 16919 6
1914902,0 95969 16921 9
1914916,0 95969 16922 6
1914925,0 95969 16923 3
1914933,0 95969 16924 0
1914940,0 95969 16925 7
1914957,0 95969 16926 4
1914984,0 95969 16929 5
1915008,0 95969 16931 8
1915013,0 95969 16932 5
1914991,0 95969 16930 1
1915049,0 95969 16935 6
1915051,0 95969 16936 3
1915085,0 95969 16939 4
1915097,0 95969 16940 0
1915106,0 95969 16941 7
1915114,0 95969 16942 4
1915123,0 95969 16943 1
1915138,0 95969 16944 8
1996686,0 95969 03224 7
1915358,0 95969 16966 0
1915364,0 95969 16967 7
1915373,0 95969 16968 4
1915386,0 95969 16969 1
2003035,0 95969 20629 7
1915399,0 95969 16970 7
2003047,0 95969 20630 3
1915440,0 95969 16975 2
1915484,0 95969 16979 0
1915504,0 95969 16981 3
1915528,0 95969 16983 7
1915603,0 95969 16991 2
1915615,0 95969 16992 9
1915626,0 95969 16993 6
1915632,0 95969 16994 3
1915644,0 95969 16995 0
1915698,0 95969 17000 0
1915807,0 95969 17011 6
1915818,0 95969 17012 3
1915865,0 95969 17017 8
1915876,0 95969 17018 5
1915909,0 95969 17021 5
1999603,0 95969 19507 2
1915927,0 95969 17023 9
1915953,0 95969 17026 0
1915975,0 95969 17028 4
1632536,0 95969 20808 6
2807842,0 95969 39438 3
1632549,0 95969 20809 3
2844497,0 95969 40198 2
1916054,0 95969 17034 5
1916112,0 95969 17040 6
1916120,0 95969 17041 3
1916135,0 95969 17042 0
1916186,0 95969 17047 5
1632889,0 95969 20841 3
1916213,0 95969 17048 2
1632892,0 95969 20842 0
3378128,0 95969 48282 0
1916370,0 95969 17063 5
1916381,0 95969 17064 2
1916411,0 95969 17067 3
1916427,0 95969 17068 0
1916430,0 95969 17069 7
1916448,0 95969 17070 3
1916453,0 95969 17071 0
1916466,0 95969 17072 7
1916482,0 95969 17074 1
1916502,0 95969 17075 8
1916557,0 95969 17079 6
1916569,0 95969 17080 2
1916617,0 95969 17084 0
1916695,0 95969 17091 8
1916752,0 95969 17097 0
1916765,0 95969 17098 7
1916803,0 95969 17102 1
1916815,0 95969 17103 8
1916871,0 95969 17109 0
1916880,0 95969 17110 6
1916989,0 95969 17120 5
1917004,0 95969 17122 9
1917028,0 95969 17124 3
1917070,0 95969 17129 8
1917081,0 95969 17130 4
1917096,0 95969 17131 1
1917129,0 95969 17134 2
1917233,0 95969 17145 8
756759,0 95969 19487 7
1917322,0 95969 17153 3
2276776,0 95969 26843 1
903278,0 95969 19496 9
1917387,0 95969 17158 8
1917400,0 95969 17160 1
1917417,0 95969 17161 8
3395153,0 95969 48735 1
1917513,0 95969 17171 7
1917609,0 95969 17180 9
1632551,0 95969 20810 9
1917653,0 95969 17184 7
1917666,0 95969 17185 4
1917675,0 95969 17186 1
1632560,0 95969 20811 6
1917694,0 95969 17187 8
1917720,0 95969 17190 8
1917735,0 95969 17191 5
1917758,0 95969 17193 9
1917838,0 95969 17201 1
1917845,0 95969 17202 8
1917861,0 95969 17204 2
1917959,0 95969 17213 4
1917967,0 95969 17214 1
1917980,0 95969 17216 5
1918007,0 95969 17218 9
1918018,0 95969 17219 6
2388605,0 95969 27016 8
1918041,0 95969 17222 6
1909845,0 95969 16477 1
1909850,0 95969 16478 8
1909861,0 95969 16479 5
1659571,0 95969 20884 0
1659580,0 95969 20885 7
1910053,0 95969 16496 2
2438873,0 95969 29179 8
1910075,0 95969 16498 6
1910142,0 95969 16505 1
2113093,0 95969 24801 3
1910156,0 95969 16506 8
2105954,0 95969 24541 8
1910163,0 95969 16507 5
1632903,0 95969 20843 7
1910195,0 95969 16509 9
1910214,0 95969 16511 2
1910238,0 95969 16512 9
1910245,0 95969 16513 6
1910261,0 95969 16515 0
1910277,0 95969 16516 7
1910289,0 95969 16517 4
1910292,0 95969 16518 1
1632572,0 95969 20812 3
1632585,0 95969 20813 0
1910367,0 95969 16523 5
1910405,0 95969 16525 9
1910410,0 95969 16526 6
1910529,0 95969 16536 5
1910576,0 95969 16541 9
1910635,0 95969 16546 4
2083652,0 95969 23895 3
1910647,0 95969 16547 1
1910658,0 95969 16548 8
1632597,0 95969 20814 7
1632609,0 95969 20815 4
1632915,0 95969 20447 7
1659628,0 95969 20888 8
1659637,0 95969 20889 5
1659643,0 95969 20890 1
1659655,0 95969 20891 8
1910960,0 95969 16566 2
1911209,0 95969 16590 7
1911275,0 95969 16597 6
1911294,0 95969 16599 0
1911307,0 95969 16600 3
1911329,0 95969 16602 7
1777435,0 95969 13655 6
1777447,0 95969 13656 3
1659662,0 95969 20892 5
1911497,0 95969 16616 4
1911505,0 95969 16617 1
1911510,0 95969 16618 8
2032001,0 95969 20721 8
2032012,0 95969 20722 5
1911546,0 95969 16621 8
1911554,0 95969 16622 5
1911568,0 95969 16623 2
1911579,0 95969 16624 9
1911614,0 95969 16628 7
1911623,0 95969 16629 4
1632648,0 95969 20819 2
1911650,0 95969 16631 7
1911661,0 95969 16632 4
1911677,0 95969 16633 1
1911689,0 95969 16634 8
1911704,0 95969 16636 2
1911737,0 95969 16639 3
1911755,0 95969 16641 6
1911873,0 95969 16653 9
1911886,0 95969 16654 6
1911917,0 95969 16657 7
1911921,0 95969 16658 4
1911988,0 95969 16664 5
1912003,0 95969 16666 9
1912116,0 95969 16677 5
1912125,0 95969 16678 2
1912133,0 95969 16679 9
1912140,0 95969 16680 5
1912157,0 95969 16681 2
1659670,0 95969 20893 2
1632653,0 95969 20820 8
1912234,0 95969 16685 0
1912348,0 95969 16696 6
1912412,0 95969 16703 1
1912435,0 95969 16705 5
845409,0 95969 19494 5
1912499,0 95969 16710 9
1659681,0 95969 20894 9
1659696,0 95969 20895 6
105825,0 95969 19442 6
1912763,0 95969 16734 5
1912774,0 95969 16735 2
1632666,0 95969 20821 5
1632675,0 95969 20822 2
1913372,0 95969 16789 5
1913385,0 95969 16790 1
1913397,0 95969 16791 8
1913459,0 95969 16797 0
1913467,0 95969 16798 7
1659709,0 95969 20896 3
1632712,0 95969 20826 0
1632720,0 95969 20827 7
1913595,0 95969 16805 2
1632735,0 95969 20828 4
1632747,0 95969 20829 1
1632758,0 95969 20830 7
4427575,0 95969 69809 2
1913714,0 95969 16811 3
1913723,0 95969 16812 0
1913738,0 95969 16813 7
1913745,0 95969 16814 4
1913761,0 95969 16816 8
1913792,0 95969 16819 9
1913811,0 95969 16820 5
1913853,0 95969 16822 9
1913882,0 95969 16823 6
1659711,0 95969 20897 0
1659727,0 95969 20898 7
2530606,0 95969 32202 7
1663917,0 95969 20904 5
1632806,0 95969 20835 2
1905509,0 95969 16097 1
1905527,0 95969 16099 5
1996332,0 95969 03216 2
1905649,0 95969 16111 4
1905651,0 95969 16112 1
1905685,0 95969 16115 2
1905703,0 95969 16117 6
1905715,0 95969 16118 3
1905759,0 95969 16122 0
1905771,0 95969 16124 4
1905780,0 95969 16125 1
1905800,0 95969 16127 5
1905821,0 95969 16129 9
1632814,0 95969 20582 5
1905874,0 95969 16133 6
1905888,0 95969 16134 3
1905895,0 95969 16135 0
1905912,0 95969 16137 4
1905920,0 95969 16138 1
1905964,0 95969 16142 8
1905986,0 95969 16144 2
1905999,0 95969 16145 9
1906003,0 95969 16146 6
1906015,0 95969 16147 3
1906044,0 95969 16150 3
1906059,0 95969 16151 0
1906067,0 95969 16152 7
1906071,0 95969 16153 4
1906080,0 95969 16154 1
1906125,0 95969 16158 9
1777486,0 95969 13660 0
1906169,0 95969 16161 9
1906178,0 95969 16162 6
1906184,0 95969 16163 3
1906191,0 95969 16164 0
1906207,0 95969 16165 7
1906218,0 95969 16166 4
1906229,0 95969 16167 1
1906234,0 95969 16168 8
1906241,0 95969 16169 5
1906265,0 95969 16171 8
1632823,0 95969 20583 2
1906309,0 95969 16174 9
1906311,0 95969 16175 6
1906327,0 95969 16176 3
1906330,0 95969 16177 0
1632838,0 95969 20836 9
1906394,0 95969 16182 4
1906401,0 95969 16183 1
1906412,0 95969 16184 8
1906420,0 95969 16185 5
1906435,0 95969 16186 2
1906447,0 95969 16187 9
1906458,0 95969 16188 6
1906464,0 95969 16189 3
1906473,0 95969 16190 9
801321,0 95969 19492 1
3329965,0 95969 46776 6
1906631,0 95969 16205 0
3329976,0 95969 46777 3
1659730,0 95969 20899 4
1659748,0 95969 20900 7
1906687,0 95969 16208 1
1906693,0 95969 16209 8
1906721,0 95969 16211 1
1906763,0 95969 16215 9
1906824,0 95969 16220 3
1906836,0 95969 16221 0
1906849,0 95969 16222 7
1906851,0 95969 16223 4
1906955,0 95969 16232 6
2530650,0 95969 32207 2
2530645,0 95969 32206 5
1907027,0 95969 16236 4
2530623,0 95969 32204 1
2530638,0 95969 32205 8
1907075,0 95969 16239 5
2643149,0 95969 34845 4
1907082,0 95969 16240 1
1780338,0 95969 01437 3
1907156,0 95969 16245 6
1907195,0 95969 16248 7
2530579,0 95969 32199 0
2530587,0 95969 32200 3
2530593,0 95969 32201 0
1546410,0 95969 19443 3
1780323,0 95969 20463 7
4395927,0 95969 69107 9
4395930,0 95969 69108 6
1907398,0 95969 16257 9
1907410,0 95969 16259 3
1907422,0 95969 16260 9
1907446,0 95969 16262 3
1907454,0 95969 16263 0
1907468,0 95969 16264 7
1907479,0 95969 16265 4
1907612,0 95969 16279 1
1907635,0 95969 16281 4
1907686,0 95969 16286 9
1907769,0 95969 16294 4
3087634,0 95969 43626 7
1907778,0 95969 16295 1
1907828,0 95969 16300 2
1561348,0 95969 19444 0
1907924,0 95969 16307 1
1907936,0 95969 16308 8
1907949,0 95969 16309 5
3065210,0 95969 42488 2
1908153,0 95969 16328 6
3385839,0 95969 48468 8
1908182,0 95969 16331 6
1908203,0 95969 16332 3
1908259,0 95969 16337 8
1908271,0 95969 16338 5
1908298,0 95969 16339 2
1632932,0 95969 20845 1
1908350,0 95969 16341 5
1908377,0 95969 16342 2
1908392,0 95969 16343 9
1908641,0 95969 16367 5
1908652,0 95969 16368 2
1777506,0 95969 13662 4
1777514,0 95969 13663 1
1777523,0 95969 13664 8
1908785,0 95969 16376 7
1908797,0 95969 16377 4
2530677,0 95969 32209 6
2530661,0 95969 32208 9
1908984,0 95969 16394 1
1909070,0 95969 16403 0
3385888,0 95969 48473 2
1644895,0 95969 11920 7
1909118,0 95969 16406 1
1909216,0 95969 16416 0
1909233,0 95969 16418 4
1909278,0 95969 16422 1
4608208,0 95969 78250 0
1909291,0 95969 16423 8
1909310,0 95969 16424 5
4608213,0 95969 78251 7
1909322,0 95969 16425 2
1909474,0 95969 16440 5
1909488,0 95969 16441 2
1909495,0 95969 16442 9
1909508,0 95969 16443 6
1909513,0 95969 16444 3
1909524,0 95969 16445 0
1909536,0 95969 16446 7
1909549,0 95969 16447 4
1909712,0 95969 16464 1
2434542,0 95969 29125 5
1909773,0 95969 16470 2
1909786,0 95969 16471 9
1909799,0 95969 16472 6
1909814,0 95969 16474 0
1901503,0 95969 15723 0
3385842,0 95969 48469 5
4395948,0 95969 69109 3
1901580,0 95969 15731 5
1901598,0 95969 15732 2
1901604,0 95969 15733 9
1902161,0 95969 15789 6
1633111,0 95969 20863 5
1633127,0 95969 20864 2
1633130,0 95969 20865 9
1902242,0 95969 15791 9
1633148,0 95969 20866 6
1902876,0 95969 15851 0
1902994,0 95969 15862 6
1903103,0 95969 15871 8
1903115,0 95969 15872 5
1633153,0 95969 20867 3
1663900,0 95969 20903 8
1903144,0 95969 15873 2
1903167,0 95969 15875 6
1903171,0 95969 15876 3
1903180,0 95969 15877 0
1903198,0 95969 15878 7
1903209,0 95969 15879 4
1903211,0 95969 15880 0
1903227,0 95969 15881 7
1903275,0 95969 15886 2
1903307,0 95969 15889 3
3385874,0 95969 48472 5
1903341,0 95969 15893 0
1903352,0 95969 15894 7
1903365,0 95969 15895 4
1663921,0 95969 20905 2
1903510,0 95969 15909 8
1663939,0 95969 20906 9
1903531,0 95969 15910 4
1903546,0 95969 15911 1
1903554,0 95969 15912 8
1904087,0 95969 15965 4
1904101,0 95969 15967 8
1633088,0 95969 20860 4
1783104,0 95969 01714 5
1897701,0 95969 15532 8
1897814,0 95969 15542 7
1898007,0 95969 15561 8
3385856,0 95969 48470 1
1780535,0 95969 20471 2
2530568,0 95969 32198 3
1898083,0 95969 15567 0
1898391,0 95969 15595 3
1898414,0 95969 15597 7
1898423,0 95969 15598 4
1898438,0 95969 15599 1
1898445,0 95969 15600 4
1898450,0 95969 15601 1
1898461,0 95969 15602 8
1898477,0 95969 15603 5
1898489,0 95969 15604 2
1898575,0 95969 15613 4
1898582,0 95969 15614 1
1898594,0 95969 15615 8
1898608,0 95969 15616 5
1898613,0 95969 15617 2
1898624,0 95969 15618 9
1898636,0 95969 15619 6
1898649,0 95969 15620 2
1898685,0 95969 15624 0
1898703,0 95969 15626 4
1898726,0 95969 15628 8
1898732,0 95969 15629 5
2530614,0 95969 32203 4
1898842,0 95969 15638 7
1898986,0 95969 15651 6
1898999,0 95969 15652 3
1899045,0 95969 15657 8
1899061,0 95969 15659 2
1899077,0 95969 15660 8
1899201,0 95969 15673 8
1899441,0 95969 15697 4
1899452,0 95969 15698 1
1899465,0 95969 15699 8
1899476,0 95969 15700 1
1899604,0 95969 15710 0
2066999,0 95969 23562 4
2067002,0 95969 23563 1
2067040,0 95969 23567 9
2067115,0 95969 23574 7
2067126,0 95969 23575 4
2067167,0 95969 23579 2
2067171,0 95969 23580 8
3789966,0 95969 55971 3
2067743,0 95969 23595 2
2067755,0 95969 23596 9
2067796,0 95969 23600 3
2067801,0 95969 23601 0
2067812,0 95969 23602 7
2067820,0 95969 23603 4
2067835,0 95969 23604 1
2067847,0 95969 23605 8
2067858,0 95969 23606 5
2067864,0 95969 23607 2
2070577,0 95969 23702 4
2070589,0 95969 23703 1
2070592,0 95969 23704 8
2070605,0 95969 23705 5
2121278,0 95969 25140 2
2121284,0 95969 25141 9
2121291,0 95969 25142 6
2121305,0 95969 25143 3
2121310,0 95969 25144 0
2121322,0 95969 25145 7
2121331,0 95969 25146 4
2121368,0 95969 25149 5
2121379,0 95969 25150 1
2121393,0 95969 25152 5
2121400,0 95969 25153 2
2134710,0 95969 25546 2
2121456,0 95969 25158 7
3086993,0 95969 43611 3
2121998,0 95969 25184 6
2122007,0 95969 25185 3
2132074,0 95969 25525 7
2132056,0 95969 25524 0
2122196,0 95969 25204 1
2125902,0 95969 25320 8
2125925,0 95969 25322 2
2125933,0 95969 25323 9
2125957,0 95969 25325 3
2125969,0 95969 25326 0
2159617,0 95969 26334 4
2159656,0 95969 26338 2
2160051,0 95969 26375 7
2160060,0 95969 26376 4
2160072,0 95969 26377 1
2520983,0 95969 32034 4
2520990,0 95969 32035 1
2521006,0 95969 32036 8
2521014,0 95969 32037 5
2521023,0 95969 32038 2
2521038,0 95969 32039 9
2521045,0 95969 32040 5
2521050,0 95969 32041 2
2521061,0 95969 32042 9
2521077,0 95969 32043 6
2521089,0 95969 32044 3
2521092,0 95969 32045 0
2521108,0 95969 32046 7
2521113,0 95969 32047 4
2521149,0 95969 32050 4
2521151,0 95969 32051 1
2521160,0 95969 32052 8
3041415,0 95969 41761 7
2521172,0 95969 32053 5
3041426,0 95969 41762 4
2521185,0 95969 32054 2
2521201,0 95969 32056 6
2521197,0 95969 32055 9
2521258,0 95969 32061 0
2521264,0 95969 32062 7
2521273,0 95969 32063 4
2521300,0 95969 32066 5
2521317,0 95969 32067 2
2521321,0 95969 32068 9
2521339,0 95969 32069 6
2521342,0 95969 32070 2
2521356,0 95969 32071 9
2521363,0 95969 32072 6
2521374,0 95969 32073 3
2521388,0 95969 32074 0
2521395,0 95969 32075 7
2521407,0 95969 32076 4
2521418,0 95969 32077 1
2521434,0 95969 32079 5
2521490,0 95969 32084 9
2521503,0 95969 32085 6
2521515,0 95969 32086 3
2521526,0 95969 32087 0
2521532,0 95969 32088 7
2521544,0 95969 32089 4
2521559,0 95969 32090 0
2524859,0 95969 32147 1
2524752,0 95969 32142 6
2524765,0 95969 32143 3
2524776,0 95969 32144 0
2541928,0 95969 32653 7
2524783,0 95969 32145 7
2541943,0 95969 32655 1
2541955,0 95969 32656 8
2541962,0 95969 32657 5
2541970,0 95969 32658 2
2541981,0 95969 32659 9
2541996,0 95969 32660 5
2530522,0 95969 32194 5
2530531,0 95969 32195 2
2530554,0 95969 32197 6
2530341,0 95969 32185 3
2530352,0 95969 32186 0
2530365,0 95969 32187 7
2568816,0 95969 33713 7
2568825,0 95969 33714 4
2826470,0 95969 40012 1
2826481,0 95969 40013 8
2826496,0 95969 40014 5
2826501,0 95969 40015 2
3094089,0 95969 43646 5
3094108,0 95969 43648 9
3094113,0 95969 43649 6
3094151,0 95969 43653 3
3094185,0 95969 43656 4
3094197,0 95969 43657 1
3094212,0 95969 43659 5
3094235,0 95969 43661 8
3094247,0 95969 43662 5
3094258,0 95969 43663 2
3094264,0 95969 43664 9
3094273,0 95969 43665 6
3094286,0 95969 43666 3
3094299,0 95969 43667 0
3094317,0 95969 43669 4
3094321,0 95969 43670 0
3094339,0 95969 43671 7
3094342,0 95969 43672 4
3094356,0 95969 43673 1
3094363,0 95969 43674 8
3094388,0 95969 43676 2
3094395,0 95969 43677 9
3094407,0 95969 43678 6
3094418,0 95969 43679 3
3094429,0 95969 43680 9
3094434,0 95969 43681 6
3094441,0 95969 43682 3
3094465,0 95969 43684 7
3094490,0 95969 43687 8
3094532,0 95969 43691 5
3094571,0 95969 43695 3
3094604,0 95969 43698 4
3094619,0 95969 43699 1
3094628,0 95969 43700 4
3094637,0 95969 43701 1
3094643,0 95969 43702 8
3094655,0 95969 43703 5
3094696,0 95969 43707 3
3094775,0 95969 43715 8
3094794,0 95969 43717 2
3094802,0 95969 43718 9
3094910,0 95969 43729 5
3094993,0 95969 43737 0
3095011,0 95969 43739 4
3244675,0 95969 45073 7
3387843,0 95969 48499 2
3387855,0 95969 48500 5
3387862,0 95969 48501 2
3387870,0 95969 48502 9
3387881,0 95969 48503 6
3387896,0 95969 48504 3
3387908,0 95969 48505 0
3387913,0 95969 48506 7
3387924,0 95969 48507 4
3387936,0 95969 48508 1
3387949,0 95969 48509 8
3387951,0 95969 48510 4
3387960,0 95969 48511 1
3387985,0 95969 48513 5
3387997,0 95969 48514 2
3388000,0 95969 48515 9
3388017,0 95969 48516 6
3388039,0 95969 48518 0
3388042,0 95969 48519 7
3388153,0 95969 48530 2
3388166,0 95969 48531 9
3388175,0 95969 48532 6
3388182,0 95969 48533 3
3388194,0 95969 48534 0
3388203,0 95969 48535 7
3388215,0 95969 48536 4
3388226,0 95969 48537 1
3388232,0 95969 48538 8
3388244,0 95969 48539 5
3388259,0 95969 48540 1
3388267,0 95969 48541 8
3388271,0 95969 48542 5
3388280,0 95969 48543 2
3388298,0 95969 48544 9
3388306,0 95969 48545 6
3388314,0 95969 48546 3
3388323,0 95969 48547 0
3388338,0 95969 48548 7
3388345,0 95969 48549 4
3388350,0 95969 48550 0
3388361,0 95969 48551 7
3388377,0 95969 48552 4
3388389,0 95969 48553 1
3388392,0 95969 48554 8
3388404,0 95969 48555 5
3388419,0 95969 48556 2
3388428,0 95969 48557 9
3388437,0 95969 48558 6
3388443,0 95969 48559 3
3388455,0 95969 48560 9
3388462,0 95969 48561 6
3388470,0 95969 48562 3
3388481,0 95969 48563 0
3388496,0 95969 48564 7
3388501,0 95969 48565 4
3388512,0 95969 48566 1
3388520,0 95969 48567 8
3388535,0 95969 48568 5
3388547,0 95969 48569 2
3388558,0 95969 48570 8
3388564,0 95969 48571 5
3388573,0 95969 48572 2
3388586,0 95969 48573 9
3388599,0 95969 48574 6
3388607,0 95969 48575 3
3388618,0 95969 48576 0
3388629,0 95969 48577 7
3388634,0 95969 48578 4
3388641,0 95969 48579 1
3388652,0 95969 48580 7
3388665,0 95969 48581 4
3388676,0 95969 48582 1
3388736,0 95969 48588 3
3388683,0 95969 48583 8
3388690,0 95969 48584 5
3388708,0 95969 48585 2
3388713,0 95969 48586 9
3388724,0 95969 48587 6
3388749,0 95969 48589 0
3388751,0 95969 48590 6
3388760,0 95969 48591 3
3388772,0 95969 48592 0
3388785,0 95969 48593 7
3388797,0 95969 48594 4
3388805,0 95969 48595 1
3388810,0 95969 48596 8
3388822,0 95969 48597 5
3388831,0 95969 48598 2
3388846,0 95969 48599 9
3388854,0 95969 48600 2
3388868,0 95969 48601 9
3388879,0 95969 48602 6
3388887,0 95969 48603 3
3388893,0 95969 48604 0
3388902,0 95969 48605 7
3388916,0 95969 48606 4
3388925,0 95969 48607 1
3388933,0 95969 48608 8
3388940,0 95969 48609 5
3388957,0 95969 48610 1
3388969,0 95969 48611 8
3388978,0 95969 48612 5
3388984,0 95969 48613 2
3388991,0 95969 48614 9
3389004,0 95969 48615 6
3389019,0 95969 48616 3
3389028,0 95969 48617 0
3389037,0 95969 48618 7
3389043,0 95969 48619 4
3389055,0 95969 48620 0
3389062,0 95969 48621 7
3389070,0 95969 48622 4
3389081,0 95969 48623 1
3389096,0 95969 48624 8
3395306,0 95969 48739 9
3395314,0 95969 48740 5
3395323,0 95969 48741 2
3395338,0 95969 48742 9
3395345,0 95969 48743 6
3395350,0 95969 48744 3
3395361,0 95969 48745 0
3395377,0 95969 48746 7
3395389,0 95969 48747 4
3395392,0 95969 48748 1
3395404,0 95969 48749 8
3395419,0 95969 48750 4
3395428,0 95969 48751 1
3395437,0 95969 48752 8
3395443,0 95969 48753 5
3395455,0 95969 48754 2
3395641,0 95969 48773 3
3395634,0 95969 48772 6
3395652,0 95969 48774 0
3395462,0 95969 48755 9
3395470,0 95969 48756 6
3395481,0 95969 48757 3
3395496,0 95969 48758 0
3395501,0 95969 48759 7
3395512,0 95969 48760 3
3395520,0 95969 48761 0
3395535,0 95969 48762 7
3395547,0 95969 48763 4
3395558,0 95969 48764 1
3395564,0 95969 48765 8
3395573,0 95969 48766 5
3395586,0 95969 48767 2
3395599,0 95969 48768 9
3395607,0 95969 48769 6
3395618,0 95969 48770 2
3395629,0 95969 48771 9
3439285,0 95969 49327 7
3439297,0 95969 49328 4
3439304,0 95969 49329 1
3439319,0 95969 49330 7
4912046,0 95969 85483 2
4912068,0 95969 85484 9
4912093,0 95969 85485 6
